Trip_ID,Trip_Distance,Type_of_Cab,Customer_Since_Months,Life_Style_Index,Confidence_Life_Style_Index,Destination_Type,Customer_Rating,Cancellation_Last_1Month,Var2,Var3,Gender,Surge_Pricing_Type
T0005856850,57.69,1,4.0,2.79805,1,0,3.9075,2,52,83,1,2
T0005856851,23.58,1,6.0,2.79805,1,8,4.565,1,55,83,1,2
T0005856855,30.83,1,3.0,2.5987,0,1,2.0975,2,47,66,1,2
T0005856861,23.58,4,2.0,2.46091,0,1,4.025,0,48,66,1,2
T0005856862,60.96,0,2.0,3.21006,2,1,3.175,0,48,66,0,1
T0005856863,23.58,1,10.0,2.79805,1,3,2.65875,0,50,71,1,2
T0005856865,61.73,1,10.0,3.04183,1,1,3.6075,1,50,83,1,2
T0005856869,36.87,0,8.0,2.91053,0,1,2.815,2,51,77,0,1
T0005856872,60.32,3,5.0,2.64417,1,0,1.1524999999999999,0,51,77,1,3
T0005856873,49.94,0,10.0,2.77475,0,0,3.685,1,51,83,1,1
T0005856874,23.58,3,6.0,2.350658749999999,1,0,1.25625,1,48,66,1,3
T0005856878,61.71,1,10.0,2.6628,1,1,2.29,0,54,73,1,2
T0005856881,44.39,3,10.0,2.85853,2,5,2.94125,2,47,66,0,3
T0005856884,23.58,2,10.0,2.79805,1,1,1.755,1,47,66,0,2
T0005856885,55.52,1,7.0,2.6109,0,6,2.84375,1,53,81,0,2
T0005856887,35.82,0,4.0,2.79805,1,0,4.14125,0,51,66,1,2
T0005856888,46.72,1,10.0,2.71799,0,0,2.62,0,47,66,0,1
T0005856889,61.73,1,2.0,3.10146,2,0,3.1175,0,47,66,1,2
T0005856890,61.73,0,2.0,2.74624,1,0,1.38625,1,54,76,0,3
T0005856891,31.66,0,2.0,2.90566,0,3,4.185,1,55,83,0,1
T0005856892,32.39,1,6.0,2.5527,0,0,3.52125,0,55,75,1,2
T0005856893,55.58,1,10.0,2.95107,1,1,3.44,0,55,83,1,1
T0005856896,23.58,4,6.0,2.69472,2,3,1.8475,0,55,74,0,3
T0005856897,23.58,2,2.0,2.47618,0,0,2.315,1,49,66,1,3
T0005856899,38.82,0,2.0,2.60962,2,0,1.20875,0,48,66,1,3
T0005856901,32.17,1,2.0,2.81337,1,0,2.755,0,54,76,0,2
T0005856902,31.88,0,2.0,2.82266,0,0,1.97875,1,52,76,0,1
T0005856903,51.34,4,10.0,2.94191,1,0,2.20625,0,55,79,0,2
T0005856906,27.33,1,10.0,2.69569,1,0,2.17375,0,47,68,1,2
T0005856908,61.73,4,10.0,2.86319,1,0,1.92125,0,52,72,1,3
T0005856909,45.16,3,10.0,2.90961,1,0,3.53625,0,52,74,0,3
T0005856910,45.45,1,10.0,2.84599,2,1,3.26,1,50,83,1,2
T0005856913,36.18,2,2.0,2.79925,2,10,4.1,1,47,66,0,2
T0005856915,61.73,2,9.0,2.77288,2,1,1.675,1,54,83,1,2
T0005856918,47.51,1,2.0,2.98898,2,1,1.1524999999999999,0,53,66,1,2
T0005856919,61.73,0,10.0,2.90483,1,0,2.6525,1,54,82,0,3
T0005856920,61.73,2,10.0,3.06153,1,1,2.26875,0,51,83,1,3
T0005856922,41.74,1,10.0,2.88339,0,2,3.03,0,54,79,1,1
T0005856923,23.58,3,2.0,2.56754,0,0,2.42125,2,53,70,1,3
T0005856925,60.03,3,10.0,2.79805,1,0,1.28125,0,55,83,0,3
T0005856926,37.4,1,5.0,2.82476,2,1,1.1524999999999999,0,48,72,1,2
T0005856929,58.56,3,10.0,2.83816,1,1,3.20375,2,47,80,1,3
T0005856931,56.37,1,5.0,2.84128,1,0,1.79625,0,50,83,1,2
T0005856933,61.73,3,10.0,2.77612,1,0,2.32,2,53,80,1,3
T0005856935,34.38,1,3.0,2.51463,2,1,3.0725,0,47,66,0,2
T0005856936,60.14,1,2.0,3.2501087500000008,2,1,3.75125,2,47,66,1,3
T0005856937,31.24,3,10.0,3.02368,1,0,2.92375,2,47,66,0,3
T0005856938,61.73,0,10.0,3.11214,2,0,2.88125,0,52,83,0,1
T0005856939,61.73,2,10.0,2.84523,2,0,3.84875,0,52,83,1,2
T0005856940,23.58,1,10.0,2.57702,0,3,4.41625,1,47,66,1,3
T0005856941,32.27,2,10.0,3.02728,2,0,2.28375,2,50,71,0,3
T0005856944,23.58,3,2.0,2.69878,2,1,2.5475,0,50,67,1,3
T0005856945,40.91,3,2.0,2.89489,1,0,2.30375,0,47,66,1,3
T0005856946,61.73,2,8.0,2.82171,1,0,2.85375,2,52,77,1,3
T0005856947,47.61,1,3.0,2.95332,2,11,4.52625,2,47,74,1,2
T0005856949,61.73,1,9.0,2.83631,1,0,3.4125,0,47,66,1,3
T0005856950,61.73,0,10.0,2.98134,1,0,1.1524999999999999,2,55,83,0,3
T0005856951,23.77,1,2.0,2.79805,1,0,3.105,0,49,83,0,2
T0005856952,61.73,4,6.0,2.94953,1,1,2.60625,2,51,70,1,3
T0005856958,25.93,1,2.0,2.64888,2,0,3.42375,0,47,69,1,2
T0005856959,61.73,2,10.0,2.83706,0,2,3.5025,0,50,82,1,2
T0005856961,61.73,0,2.0,2.87606,1,1,3.20625,0,52,70,1,3
T0005856964,23.58,1,3.0,2.6989,0,0,1.7,2,51,74,1,3
T0005856966,43.56,1,4.0,2.90478,1,0,1.85125,1,55,83,0,1
T0005856967,58.12,3,2.0,2.65186,1,0,3.7475,1,49,66,1,3
T0005856969,24.9,3,9.0,2.99277,1,0,2.05,2,53,83,0,2
T0005856970,32.23,2,6.0,2.63894,0,0,2.5375,1,49,72,1,2
T0005856971,61.73,2,10.0,2.79805,1,0,1.95,0,50,75,0,3
T0005856972,61.73,1,10.0,2.79805,1,0,3.0525,2,55,83,1,2
T0005856973,29.9,1,10.0,2.95124,2,0,3.54,0,50,73,1,2
T0005856974,24.56,3,6.0,2.74515,1,1,3.06375,1,49,76,0,2
T0005856975,24.42,1,10.0,2.82708,2,2,2.395,0,50,78,1,2
T0005856977,61.73,1,3.0,3.23022,2,0,4.1925,0,47,66,0,2
T0005856978,23.58,3,2.0,2.57727,1,1,1.585,2,50,70,0,3
T0005856981,61.73,1,7.0,3.08248,2,1,2.35875,0,50,78,1,1
T0005856982,46.98,1,2.0,2.5467,0,3,1.1524999999999999,0,54,83,1,2
T0005856983,61.51,4,10.0,3.01912,1,0,2.825,1,52,75,1,2
T0005856984,45.64,0,2.0,2.79805,1,0,3.4175,2,48,76,1,3
T0005856988,44.55,1,6.0,2.55149,1,0,1.9,0,52,75,1,2
T0005856990,61.73,1,2.0,2.99786,1,1,2.9175,0,49,74,1,3
T0005856991,49.76,1,2.0,2.79805,1,1,2.175,0,50,72,1,1
T0005856994,36.37,1,5.0,2.75049,0,0,2.375,1,54,68,1,3
T0005856995,23.58,3,4.0,2.78512,1,0,3.49625,1,47,72,0,2
T0005856996,35.72,1,10.0,2.70107,1,1,2.435,1,48,66,0,2
T0005856997,26.02,1,2.0,2.42055,0,0,2.84875,0,50,83,1,2
T0005857001,46.98,2,10.0,2.90201,0,0,1.1524999999999999,0,55,83,0,2
T0005857003,61.73,1,10.0,2.92659,1,0,3.235,0,51,83,1,2
T0005857005,29.92,2,4.0,2.79805,1,0,3.14,1,55,83,0,2
T0005857006,61.43,3,10.0,2.81865,2,0,1.98125,2,50,80,0,3
T0005857009,38.37,2,2.0,2.81559,2,0,3.28,1,52,66,1,3
T0005857011,51.97,0,10.0,2.97376,0,0,3.32625,1,52,83,1,1
T0005857013,23.58,2,10.0,2.95778,2,3,3.76625,2,50,83,1,3
T0005857014,61.73,1,10.0,2.74873,2,1,3.095,0,55,77,1,3
T0005857015,44.61,1,6.0,2.85197,1,1,4.0125,0,48,66,1,2
T0005857017,31.43,1,10.0,3.04127,0,0,4.5825,0,49,66,1,1
T0005857019,23.58,1,6.0,2.37601,0,4,3.2325,2,53,66,1,3
T0005857020,61.73,1,10.0,3.2501087500000008,1,2,2.83375,2,55,83,1,2
T0005857021,55.26,1,2.0,2.81682,2,1,2.76375,2,52,66,1,3
T0005857022,37.47,1,6.0,2.90514,0,1,1.4225,2,54,74,0,1
T0005857024,47.73,1,2.0,2.56617,0,0,2.655,0,47,66,0,2
T0005857026,30.55,1,4.0,2.85486,0,1,1.80875,0,55,83,1,2
T0005857027,61.73,1,2.0,3.2501087500000008,1,0,3.745,1,51,81,1,2
T0005857028,61.73,1,8.0,2.84969,2,1,3.5475,2,47,69,1,3
T0005857030,61.73,1,10.0,2.95837,1,0,2.79375,2,52,83,1,3
T0005857032,60.15,1,6.0,2.69319,1,0,2.915,1,51,68,1,3
T0005857035,23.58,2,8.0,2.829,0,9,2.665,1,55,83,1,3
T0005857038,25.58,0,2.0,2.79805,1,0,4.28125,0,47,66,1,1
T0005857039,31.47,2,2.0,2.49236,0,0,2.3275,1,55,78,1,2
T0005857040,26.14,1,6.0,2.88876,1,0,3.1675,0,52,78,1,2
T0005857042,30.85,3,3.0,2.51496,2,3,2.405,1,55,72,1,3
T0005857043,61.24,1,3.0,2.76135,2,0,1.1675,0,52,77,1,1
T0005857045,61.73,1,10.0,2.87222,1,0,2.3025,1,50,74,1,3
T0005857050,33.12,2,3.0,2.74865,1,0,2.905,2,50,66,1,2
T0005857051,23.58,4,10.0,2.99633,0,6,3.9875,0,49,75,1,2
T0005857052,23.58,0,8.0,2.65737,0,4,1.1524999999999999,0,49,83,1,2
T0005857053,28.3,0,8.0,2.79805,1,1,2.815,0,50,76,1,1
T0005857054,37.6,1,6.0,2.85998,2,0,2.97,0,48,73,1,2
T0005857056,61.73,2,9.0,2.8444,2,0,2.65375,1,50,77,1,3
T0005857057,61.73,4,10.0,3.07682,1,0,3.19625,1,53,83,1,3
T0005857058,23.58,0,3.0,2.43867,1,10,2.6325,0,48,66,1,1
T0005857060,37.31,2,6.0,2.65453,0,0,1.64,0,55,77,1,2
T0005857061,23.58,1,8.0,2.37411,0,0,1.425,1,52,70,0,2
T0005857063,23.58,2,10.0,2.85833,0,3,2.19125,0,50,79,1,2
T0005857065,23.58,3,10.0,2.7,1,3,1.84,2,55,83,1,3
T0005857066,61.73,0,2.0,2.75974,2,1,1.54,0,55,74,1,1
T0005857067,25.91,1,2.0,2.65476,2,0,2.11375,1,49,82,0,2
T0005857068,45.54,2,10.0,2.6416,1,0,3.77625,0,47,66,0,3
T0005857069,46.59,3,10.0,3.04224,2,0,1.75375,2,50,69,1,3
T0005857071,61.73,1,3.0,3.03876,2,0,3.74375,0,52,70,1,1
T0005857072,38.85,0,10.0,2.55706,0,0,2.05875,0,55,81,1,3
T0005857073,31.83,2,7.0,2.79805,1,0,3.00375,2,51,82,1,2
T0005857074,36.36,1,6.0,2.80737,0,0,2.15,0,54,83,1,2
T0005857076,61.73,1,4.0,3.00202,1,2,3.86625,0,55,83,1,2
T0005857078,42.03,1,9.0,2.89275,1,0,3.7775,2,49,66,1,3
T0005857079,57.82,4,9.0,2.95293,1,0,1.76,2,55,83,1,3
T0005857085,23.58,2,7.0,2.86947,0,0,4.12125,2,49,71,0,2
T0005857086,26.69,4,10.0,2.80728,0,0,3.0875,0,47,66,1,2
T0005857087,61.16,1,10.0,2.91875,1,2,4.47875,0,47,66,0,2
T0005857088,53.49,1,10.0,2.70108,1,0,3.34125,2,50,72,1,2
T0005857091,23.58,4,7.0,2.50505,2,3,2.95125,0,51,75,1,3
T0005857094,23.58,4,7.0,2.43708,0,1,3.9725,0,47,66,1,3
T0005857096,27.15,0,10.0,2.91937,2,0,4.3125,0,48,66,1,1
T0005857099,23.58,1,2.0,2.44796,0,0,3.1675,0,47,66,1,2
T0005857100,31.61,1,10.0,2.79572,2,0,2.745,0,53,80,0,2
T0005857101,23.94,1,2.0,2.74865,2,1,2.7575,0,47,66,0,2
T0005857103,35.56,3,7.0,2.79805,1,1,3.515,2,48,66,1,1
T0005857104,24.68,2,10.0,2.62775,0,0,3.18625,1,51,73,1,2
T0005857105,61.73,2,4.0,2.90743,1,2,2.4575,0,47,67,0,3
T0005857106,61.73,1,9.0,2.74833,2,0,2.00875,1,52,68,1,2
T0005857107,24.45,1,10.0,2.62807,0,0,2.9075,0,48,66,1,2
T0005857108,31.87,1,3.0,2.87328,0,1,4.48125,0,47,67,1,1
T0005857111,61.73,1,3.0,2.95323,1,1,1.65,2,53,83,1,3
T0005857113,45.73,1,2.0,2.9504,0,0,3.22,1,47,83,0,2
T0005857114,61.73,1,5.0,2.92284,1,0,3.9225,0,48,66,0,3
T0005857119,25.61,4,10.0,2.56824,0,0,2.54375,0,49,66,1,2
T0005857120,60.54,0,7.0,2.6431,1,1,1.3625,1,51,71,1,1
T0005857124,60.02,2,10.0,2.954,2,0,2.68,1,50,76,0,2
T0005857127,47.12,1,10.0,2.94066,0,0,2.1875,2,53,83,1,2
T0005857128,23.58,1,7.0,2.87042,1,6,4.5825,0,55,75,1,1
T0005857129,30.02,0,2.0,2.97889,0,0,2.5575,0,55,83,1,1
T0005857132,49.62,1,2.0,2.80844,0,0,2.94125,0,51,66,1,2
T0005857134,23.58,1,2.0,2.53609,0,0,2.4325,0,48,73,1,2
T0005857135,61.73,3,5.0,2.68893,1,0,3.33375,2,55,83,1,3
T0005857137,33.16,3,10.0,2.47331,0,0,3.9475,1,47,66,1,3
T0005857139,61.73,4,10.0,2.98629,1,0,2.59125,1,48,83,0,3
T0005857140,35.93,2,3.0,2.79793,2,2,2.97625,1,48,83,1,3
T0005857142,24.05,0,10.0,2.7709,1,0,1.5425,0,55,76,1,1
T0005857143,41.32,3,2.0,2.59572,1,0,1.7225,2,48,66,1,3
T0005857144,23.58,0,8.0,2.49181,2,1,3.22375,0,47,79,1,1
T0005857145,36.41,0,2.0,2.57402,1,1,2.2025,1,47,76,1,3
T0005857146,31.95,1,3.0,2.62918,2,1,2.9675,0,47,67,0,3
T0005857147,60.99,2,2.0,2.97992,2,0,3.07875,0,52,78,1,2
T0005857148,23.9,1,9.0,2.8458,0,2,3.7725,1,47,67,1,2
T0005857150,36.53,2,10.0,3.10845,1,0,2.9225,0,53,83,1,3
T0005857151,23.58,0,10.0,2.41652,0,1,3.51125,0,53,71,1,1
T0005857152,61.36,1,2.0,3.01091,0,1,1.1524999999999999,1,55,83,0,1
T0005857153,43.95,0,10.0,3.03872,2,0,2.1225,0,54,83,0,1
T0005857154,23.58,2,10.0,2.8732,2,2,1.80375,1,48,83,1,3
T0005857155,34.76,1,2.0,2.79805,1,6,4.53,0,55,71,1,1
T0005857156,31.25,1,8.0,2.66591,2,1,2.75375,0,49,67,1,1
T0005857158,36.57,4,2.0,2.57264,1,0,3.855,1,47,66,0,3
T0005857159,37.86,2,9.0,2.99847,1,0,4.295,1,47,72,1,2
T0005857160,57.06,2,10.0,2.79805,1,1,1.53375,1,50,83,1,3
T0005857161,35.94,1,10.0,2.7815,1,0,2.1725,0,48,66,1,2
T0005857164,38.06,3,9.0,2.54844,0,0,2.1375,1,47,66,1,2
T0005857165,23.72,0,2.0,2.64137,0,0,2.34875,1,51,79,1,1
T0005857167,59.76,4,6.0,2.65357,2,0,3.00875,0,47,70,1,2
T0005857168,50.45,2,3.0,2.79805,1,0,2.165,0,50,79,0,3
T0005857169,61.73,3,6.0,2.82394,1,1,2.95625,2,48,70,0,3
T0005857170,47.51,0,3.0,2.97237,2,1,3.09,2,47,78,1,1
T0005857171,23.82,3,10.0,2.79896,2,1,3.17875,2,55,70,1,3
T0005857172,34.9,2,2.0,2.68779,1,1,2.24,0,52,67,1,3
T0005857175,61.73,0,10.0,3.17436,1,0,4.08125,1,52,70,0,1
T0005857176,61.73,1,2.0,3.00988,1,0,1.95375,1,55,83,0,2
T0005857177,61.73,2,10.0,3.2501087500000008,1,0,3.4525,0,55,83,1,3
T0005857180,36.66,4,3.0,2.77114,1,0,2.975,2,50,66,1,3
T0005857183,61.73,4,4.0,3.00071,1,0,3.70375,2,49,74,1,3
T0005857184,61.73,0,10.0,2.86333,1,0,2.44125,0,52,83,0,1
T0005857186,60.09,4,10.0,2.8242,1,1,3.58,1,51,70,0,2
T0005857187,61.73,3,8.0,3.07779,1,0,3.8375,0,47,70,1,3
T0005857189,61.73,3,4.0,3.07622,1,5,3.61125,2,53,80,1,2
T0005857190,61.73,0,3.0,3.04367,1,1,4.5825,0,50,83,1,1
T0005857191,61.73,2,2.0,2.79805,1,0,1.58625,0,50,83,1,2
T0005857193,45.94,0,2.0,3.0251,0,0,3.59,1,51,78,1,1
T0005857194,46.1,1,6.0,2.99612,0,5,3.55875,0,47,66,1,2
T0005857195,34.81,1,8.0,2.70624,2,1,1.28,0,50,83,0,2
T0005857197,61.73,1,8.0,3.09526,2,0,3.625,2,48,67,1,2
T0005857199,23.58,1,10.0,2.73273,0,0,1.47375,2,50,74,1,2
T0005857200,61.73,4,8.0,3.09724,1,0,1.77875,0,55,83,0,3
T0005857201,33.33,0,3.0,2.6933,1,0,4.5825,0,47,66,1,1
T0005857202,23.58,1,2.0,2.350658749999999,1,4,1.92125,1,47,66,1,2
T0005857205,54.75,0,8.0,3.22517,0,0,3.54625,0,52,78,1,1
T0005857206,23.58,2,3.0,2.60532,0,0,3.38,1,47,76,1,3
T0005857207,59.63,1,2.0,3.2501087500000008,1,0,4.33375,0,55,83,1,2
T0005857209,61.73,2,6.0,2.79805,1,0,2.8925,1,48,82,0,2
T0005857210,23.58,1,7.0,2.59496,2,2,2.87,1,49,66,1,3
T0005857212,30.74,0,10.0,2.6377,2,0,2.9875,0,55,71,0,3
T0005857213,61.73,3,10.0,2.92459,2,1,2.92,1,55,74,1,3
T0005857214,61.73,2,2.0,3.07856,1,0,3.87625,1,49,66,1,3
T0005857215,55.22,3,5.0,2.92155,1,0,1.35,2,55,83,1,3
T0005857216,31.31,2,10.0,2.7813,0,0,1.34375,2,55,83,1,2
T0005857217,46.55,4,2.0,2.98308,1,0,3.14625,0,54,72,0,3
T0005857218,23.58,2,6.0,2.60111,2,3,3.15125,0,50,83,0,2
T0005857221,23.58,3,4.0,3.2501087500000008,1,0,2.4375,1,52,74,0,2
T0005857225,36.53,2,10.0,2.8993,2,0,2.64875,1,50,70,1,2
T0005857227,38.03,0,5.0,2.79805,1,1,3.51125,0,47,66,1,1
T0005857229,61.73,2,3.0,2.79805,1,1,4.47,2,47,82,1,2
T0005857230,23.58,3,10.0,2.48751,2,0,1.9325,2,50,71,1,2
T0005857231,23.58,1,10.0,2.79805,1,3,1.1524999999999999,0,51,73,1,2
T0005857232,27.43,1,10.0,3.02102,0,0,2.15,0,53,82,1,2
T0005857234,23.58,0,6.0,2.54898,1,1,3.285,1,47,66,1,1
T0005857236,23.58,1,2.0,2.63938,0,4,3.045,0,55,83,1,2
T0005857237,36.76,1,2.0,2.6825,1,0,3.725,0,48,66,1,2
T0005857240,23.58,1,7.0,3.06614,0,3,3.99625,1,47,75,1,2
T0005857241,61.73,1,10.0,3.2501087500000008,1,0,3.945,1,51,73,0,1
T0005857243,45.39,1,10.0,2.79805,1,0,1.73,1,55,79,0,3
T0005857245,61.73,4,2.0,3.0382,1,0,3.88875,0,47,66,0,3
T0005857246,61.73,1,8.0,3.17483,1,0,2.24125,0,52,83,0,3
T0005857248,61.73,1,2.0,2.79805,1,1,3.39375,0,47,67,1,2
T0005857250,23.58,2,5.0,2.64645,0,0,3.68625,1,48,73,1,2
T0005857251,54.17,3,3.0,2.69891,2,11,2.09875,1,47,66,1,3
T0005857252,46.45,4,10.0,2.80192,1,0,3.2275,1,49,66,1,3
T0005857253,47.91,2,2.0,2.63274,2,0,1.1524999999999999,2,55,80,1,1
T0005857254,27.5,2,2.0,2.79805,1,0,3.73375,1,53,74,1,1
T0005857255,23.58,3,6.0,2.37847,2,1,2.8625,2,51,78,1,3
T0005857257,61.73,0,10.0,2.78539,2,0,2.25875,0,49,74,0,1
T0005857258,61.73,1,10.0,3.03702,1,0,1.1524999999999999,0,55,83,0,2
T0005857259,23.58,3,4.0,2.73447,2,1,2.98,0,49,67,1,1
T0005857260,24.76,1,2.0,2.75581,0,4,3.7275,0,47,66,1,2
T0005857262,61.73,2,5.0,2.86086,2,0,3.92875,0,55,82,1,3
T0005857263,60.93,1,2.0,3.04114,2,0,2.68875,0,49,77,1,2
T0005857265,48.27,1,10.0,2.66343,2,1,4.06375,2,49,68,1,1
T0005857267,37.88,2,8.0,2.85635,1,2,1.50375,0,54,83,1,3
T0005857268,36.23,2,3.0,2.77167,0,1,2.8775,2,52,74,0,2
T0005857269,35.21,4,10.0,2.78329,2,0,1.1725,2,55,83,1,3
T0005857271,53.68,0,2.0,2.70659,0,1,2.5075,0,55,83,1,1
T0005857272,23.58,3,6.0,2.69166,1,0,1.18375,2,48,66,1,3
T0005857273,61.73,4,10.0,2.84169,0,1,2.865,0,55,83,1,1
T0005857274,23.58,0,3.0,2.77285,1,0,1.1524999999999999,1,50,83,1,2
T0005857275,34.85,2,5.0,2.92216,0,0,3.55,1,55,73,1,3
T0005857276,44.7,2,4.0,2.69429,1,0,1.61125,1,53,79,1,1
T0005857278,36.52,0,9.0,2.79805,1,0,2.7225,0,48,66,1,1
T0005857279,23.58,1,7.0,2.63234,1,0,1.20375,1,47,71,0,2
T0005857280,23.58,0,2.0,2.350658749999999,2,3,3.41625,1,47,66,1,3
T0005857282,36.79,1,2.0,3.00102,2,0,4.5825,0,55,67,1,2
T0005857283,51.14,0,2.0,2.69182,2,0,1.1524999999999999,0,55,83,1,3
T0005857285,61.73,2,4.0,3.03309,1,0,3.0225,0,47,76,1,2
T0005857288,29.97,0,5.0,2.5405,0,0,3.86875,2,50,72,1,3
T0005857290,61.51,1,10.0,3.08063,1,0,3.18875,0,55,79,1,2
T0005857292,39.45,1,3.0,2.60886,1,1,1.805,0,47,67,1,1
T0005857294,25.87,1,6.0,2.54773,0,0,1.91375,1,52,71,1,2
T0005857295,36.95,2,6.0,2.99739,2,2,2.9025,2,53,78,1,3
T0005857297,23.58,2,5.0,2.53275,0,0,2.9675,0,47,66,0,2
T0005857299,61.73,1,10.0,2.79805,1,0,4.5825,1,55,82,1,3
T0005857300,49.22,3,10.0,2.80876,0,0,2.75875,0,48,68,1,3
T0005857301,61.73,4,3.0,2.8074,0,0,1.55125,0,55,83,1,3
T0005857303,29.66,2,2.0,3.07575,2,0,2.46875,0,52,78,1,2
T0005857304,44.65,1,10.0,2.61868,0,0,2.93625,0,53,83,0,2
T0005857305,37.94,2,5.0,2.79805,1,0,4.5825,1,50,69,0,1
T0005857308,35.86,1,4.0,2.9939,1,0,4.2225,2,47,66,0,3
T0005857312,46.58,3,10.0,2.74388,1,0,2.34125,0,50,83,1,3
T0005857316,27.59,3,10.0,2.65409,1,0,3.14375,0,47,66,0,3
T0005857317,24.38,1,7.0,2.77912,0,0,1.7075,1,55,83,1,2
T0005857319,55.9,0,7.0,2.80838,0,0,2.66375,0,48,68,1,1
T0005857322,37.47,1,3.0,2.93741,2,2,3.40625,2,51,73,1,2
T0005857326,36.22,0,10.0,3.07611,2,0,1.3,1,53,77,1,1
T0005857327,37.03,3,8.0,3.01377,1,0,3.87375,0,55,83,0,2
T0005857332,51.55,3,2.0,2.69082,1,0,4.305,0,47,66,1,3
T0005857334,38.66,2,8.0,2.61218,0,0,1.46125,1,47,66,1,2
T0005857336,33.4,4,2.0,2.57483,0,0,2.05375,0,50,75,1,2
T0005857337,23.58,3,2.0,2.43199,0,0,2.44625,2,48,66,0,2
T0005857342,41.32,2,2.0,2.66039,0,0,2.18,1,51,66,1,3
T0005857348,61.73,3,4.0,2.7732,1,11,4.5825,1,52,66,1,3
T0005857349,31.43,1,8.0,2.61948,1,2,2.26125,0,48,66,1,2
T0005857350,45.8,1,2.0,3.22826,0,0,4.5825,2,47,67,1,3
T0005857351,32.15,1,8.0,2.77767,2,0,2.4725,0,47,70,1,2
T0005857353,49.37,1,2.0,2.78307,2,0,1.1524999999999999,0,55,83,1,3
T0005857355,61.73,1,4.0,2.98397,1,0,3.70625,0,55,83,1,2
T0005857356,61.73,2,7.0,3.2501087500000008,2,5,4.36,1,53,72,1,3
T0005857358,23.58,4,6.0,2.7467,1,9,4.44,1,47,67,1,3
T0005857361,61.73,3,2.0,2.87947,1,0,2.28,2,55,83,0,3
T0005857362,37.96,0,3.0,2.65961,0,1,1.29375,1,50,71,1,1
T0005857363,52.35,3,4.0,2.80695,0,0,1.86875,0,51,66,0,3
T0005857364,23.58,3,2.0,2.53547,1,0,1.5975,0,51,78,1,1
T0005857365,23.58,2,3.0,2.67776,2,2,3.38375,2,47,70,1,2
T0005857366,23.58,1,2.0,2.90154,1,0,4.45375,0,48,66,1,2
T0005857368,23.58,1,6.0,2.44942,2,0,2.675,0,54,68,0,2
T0005857370,23.58,2,3.0,2.79805,1,0,4.24875,0,47,67,1,1
T0005857371,61.73,1,2.0,2.83092,2,0,2.74125,0,50,75,1,2
T0005857379,23.58,2,6.0,2.350658749999999,1,0,2.8875,0,47,66,0,2
T0005857380,61.73,1,10.0,2.79805,1,0,1.78625,0,55,83,1,1
T0005857381,61.73,4,6.0,2.97378,2,0,3.1425,2,55,83,0,3
T0005857382,23.58,2,10.0,3.05799,2,0,2.23875,1,53,83,0,2
T0005857383,61.73,2,5.0,3.02814,2,1,2.6325,2,53,83,0,1
T0005857385,38.36,0,2.0,2.79313,0,0,3.52875,1,51,68,1,2
T0005857386,55.86,1,2.0,2.79805,1,0,2.4175,1,55,80,1,1
T0005857387,23.58,2,3.0,2.77103,0,0,1.8325,2,55,83,1,2
T0005857389,61.73,3,2.0,2.81798,2,0,1.1524999999999999,1,51,72,0,3
T0005857390,30.85,2,2.0,2.79805,1,1,1.1524999999999999,2,54,67,0,2
T0005857392,23.58,1,4.0,2.62647,1,9,4.5825,2,47,66,1,2
T0005857393,32.41,3,10.0,2.87445,1,0,3.81,2,53,69,1,3
T0005857394,55.15,2,10.0,3.03523,2,1,2.80875,0,49,76,1,2
T0005857395,29.77,3,2.0,2.6193,2,0,1.26125,0,51,83,1,3
T0005857397,50.04,1,3.0,2.97823,2,1,4.19875,0,48,66,1,2
T0005857399,23.58,1,2.0,2.73823,0,0,1.89875,0,55,81,1,2
T0005857401,61.73,0,2.0,2.77188,1,0,1.1524999999999999,2,55,81,1,3
T0005857403,23.58,3,10.0,2.64738,0,1,2.1525,1,52,72,1,2
T0005857405,26.78,3,2.0,2.61023,2,0,1.22,0,48,80,1,3
T0005857406,23.58,2,10.0,2.97552,0,3,2.2425,2,55,83,1,2
T0005857407,61.73,3,2.0,2.80444,2,0,3.29625,0,49,66,1,3
T0005857408,48.06,0,4.0,2.93404,2,4,4.35625,0,47,66,1,1
T0005857409,35.62,1,10.0,2.53115,1,0,1.1524999999999999,0,48,66,1,2
T0005857410,57.96,1,10.0,2.732,1,1,1.4175,1,52,71,0,3
T0005857412,61.73,0,10.0,3.08006,0,0,3.10625,0,51,76,0,1
T0005857414,30.31,0,4.0,2.79805,1,2,1.985,0,53,75,1,1
T0005857417,43.06,4,7.0,2.79805,1,3,2.3725,0,47,67,1,3
T0005857419,30.18,2,3.0,2.52594,0,0,2.805,1,47,66,1,2
T0005857420,33.5,2,3.0,2.79805,1,0,2.3375,0,48,72,0,2
T0005857421,23.58,3,10.0,2.57862,2,0,2.77875,0,50,76,0,3
T0005857423,61.73,4,10.0,2.878,2,0,1.6025,0,51,82,0,3
T0005857427,29.53,2,7.0,2.46844,0,0,1.545,0,51,66,1,3
T0005857428,23.58,3,2.0,2.81393,0,1,4.5825,0,47,66,1,2
T0005857429,53.48,0,6.0,2.99355,2,0,3.17375,1,49,78,1,1
T0005857431,53.05,3,10.0,3.10398,1,4,4.08125,2,47,73,0,3
T0005857432,44.98,1,4.0,2.62303,2,0,2.12,1,52,74,1,3
T0005857435,23.58,1,10.0,2.97657,0,0,3.8175,1,50,83,1,1
